X_centre Y_centre Rotation Radius H
389.53350745572 36.2733100967432 4.40082654558998 14.6723984226021 26.7618767412885
2.48587182663136 222.275748030816 62.9103656297145 10.6436139573911 26.1240677449222
100.939962590994 341.617324600199 68.3208055606841 17.0506107006225 37.2974462004718
173.481821429374 352.794947726132 79.0921681510224 11.5339963285483 35.5206455152751
310.973785795707 254.102620473774 54.6825443979612 10.4180599080983 41.494230449462
78.876344765501 381.366032999582 71.8078984721571 12.2892382546705 32.3645936931589
344.33430100409 60.6023548918462 16.3930063324647 14.9101155679641 31.6443047006763
392.37687019295 88.4107910622406 30.8805472518781 11.5619589419668 25.0853695500057
65.3730543204748 132.665571628011 35.9058835755726 9.86121593762148 31.3516120145861
238.336243629211 102.465163431741 30.2128985639275 11.4147873376452 35.4477032698413
3.58545296935444 124.569807879741 29.4391404836935 11.4702358520259 34.4806456226228
154.241941774808 47.2597610171003 57.8684809759692 12.9269202037801 34.1732790755729
17.6198631146683 149.760717191198 75.1127416359579 13.9815962555146 40.4391665450198
381.70453411798 11.8798246963629 47.3265582767668 12.4302817139452 29.0117135452053
174.022512105039 214.574884804043 65.652430540147 11.7878683719122 28.6777223215302
378.641945405844 377.385489575502 53.2866952875992 8.64520173009571 33.1727765887604
313.736088388089 177.604952031047 63.4870231076031 6.77706788803032 31.9532151484734
345.649430134098 249.037144487799 53.9678227500025 12.939487031589 18.2827093519744
69.0930031768833 244.11312709209 12.4153498255577 10.9885819392543 26.9303172696839
29.9044862182297 372.418288064335 77.4699174169559 11.8357853282265 33.0859569824809
239.69634582973 293.073102150451 15.1317296720728 7.55082512543761 21.7207648390059
67.0209013036431 329.103550354204 24.7782512735017 11.9044525226219 20.8903725959718
292.618686836717 134.00391455108 48.1061345945933 12.341329710689 27.4120724047702
162.969100200654 362.078393924804 61.0081607543598 15.5024632852684 27.5501472714578
210.63562054375 73.8984844351518 83.5646474477606 8.10460340137187 28.2482104630344
374.091061996426 162.784925288686 13.1741506895482 12.1150275418184 33.7328064221842
208.156752855538 294.243337392456 4.38341894287949 11.9699699086256 29.5352152013878
43.169159772005 133.049096323754 55.1783185050218 13.1436907808475 24.4761378399599
63.131139466735 353.567558310299 51.6176926054505 14.9859925817199 35.9465957330326
217.535858029582 343.401688992217 65.6418422495852 11.987489467977 27.2886132246908
209.237227947321 65.882130039555 16.4415651773486 12.3912228926249 19.687783701111
254.406487406271 92.0676307493827 70.5042838299139 12.0170318077625 29.1683272617351
160.196681992519 20.9215165958746 5.77499288436123 13.3690659087249 36.942525462315
259.272238498718 342.629618547225 11.6274180443564 14.3676821191546 39.6931526398132
158.363101157791 135.350738381423 16.0078847527978 11.3357382853026 24.3930316921448
