X_centre Y_centre Rotation Radius H
54.0558040669193 58.9791482584609 29.3430855659777 13.0565315673627 28.2710646654775
132.515038839508 7.88610082779799 28.2655735806118 14.1137991886803 32.8227888686718
358.094477067554 384.752400389524 80.505059751383 12.0294812332049 25.9923042799896
199.359862361062 387.178787903312 22.2321761337636 15.2295225338246 20.7352660741589
245.500008643808 49.4203423515811 27.9611114321384 10.3682900762876 30.2660800872659
232.670054267371 186.496600683009 36.7982017237954 8.00448175126695 27.8179239147256
278.603316724338 262.020907318485 63.7209804657648 10.5036171833705 31.4000373613308
11.7036047589904 115.784041086514 12.9273835553543 11.6013919587231 30.4230294359047
210.62519240772 301.060119246802 78.418985991572 11.2544798440591 33.6455952978407
12.7970657215742 222.68910249223 7.48403070781139 10.3052576796704 34.5037654782291
330.02978681169 170.689245623834 41.5564054531318 14.6744760862563 23.3718085273407
135.654496386385 106.610428852406 2.73501212950362 8.76736548410429 22.3771058575749
337.837672593332 300.740693579091 67.7880479437969 11.0163648101369 32.5121666653143
98.1817572753333 358.452153677247 63.0038402576658 10.0613968659851 31.5319571282475
232.015009694885 290.649169549157 19.3061021547592 11.0517841589462 25.3041976734067
374.133074750835 162.325223727141 61.1914216971077 10.6676723496118 36.1870106321507
19.0671296616414 374.388020261225 50.1563412620936 12.95674936623 30.1650595727752
21.5370860089252 101.915554520183 76.5611012331093 9.9178837339757 30.6178415911062
8.22659561387635 212.73213300292 50.2708942622597 10.3586818186849 31.3696968977538
271.909927164289 380.947193280172 81.1596297642807 12.2022592120262 33.770829041412
238.852782126661 106.831267039598 37.7565933611867 14.1679650737292 37.622487528669
45.4979837717467 99.7837636152462 32.2315517510133 8.29094552523405 28.6901211887215
317.701894939612 370.1414153755 44.0088765641538 15.5995055715762 21.3465824611353
246.522384268572 27.3643570736268 23.0365926901972 10.2432513888429 35.0673214999504
28.0151960707964 119.460754237785 83.6252342093157 13.2954654528664 25.3613195077685
27.6423100546325 236.04183012839 42.0081132789392 14.099130064505 36.2184014311179
54.2669480594158 81.1163589971782 22.860706550125 14.6461867536914 27.0525565120705
314.767636543147 253.717396355868 38.8096602550266 10.965282068724 37.4574086739327
36.866984711608 318.549732874273 63.2277010127109 12.0486298994221 25.9701095264287
94.9096480109152 200.178719893323 36.2096881187941 11.6752662528929 24.437004736234
97.2155171340971 259.674042243708 16.3656070799119 10.7886778278652 34.7846978404969
